Data 0, Predicted 0, Data 1, Predicted 1, Data 2, Predicted 2, Data 3, Predicted 3
0.014906832298136637, 0.08270994642016558, 0.057692307692307696, 0.1547568157564981, 0.06428571428571428, 0.10005881198412403, 0.5, 0.4999999622133861
0.019875776397515525, 0.08581902126286191, 0.11538461538461539, 0.15829467403331465, 0.03571428571428571, 0.10067342103456345, 0.5, 0.49999979705240216
0.018633540372670808, 0.08623050156279424, 0.11538461538461539, 0.162377462480534, 0.06428571428571428, 0.1031994867122645, 0.5, 0.4999999348044473
0.024844720496894408, 0.08685156681925899, 0.038461538461538464, 0.16723595898549495, 0.10714285714285714, 0.10559514038025007, 0.5, 0.4999999239595063
0.032298136645962754, 0.09644094237063876, 0.09615384615384616, 0.16942207791772906, 0.06428571428571428, 0.10598336754099966, 0.5, 0.4999998795570256
0.037267080745341616, 0.10023437342684093, 0.07692307692307693, 0.17340157728097805, 0.19285714285714287, 0.10665724320550504, 0.5, 0.5000000047889464
0.04099378881987579, 0.1013452261707447, 0.17307692307692307, 0.1895393451146115, 0.04285714285714286, 0.10867289889931885, 0.5, 0.49999967951211466
0.027329192546583843, 0.106237999622737, 0.15384615384615385, 0.1898871079591473, 0.08571428571428572, 0.10913634654948648, 0.5, 0.4999999408147475
0.11304347826086958, 0.10858334946089336, 0.1346153846153846, 0.19369516267079454, 0.10714285714285714, 0.10965999258946893, 0.5, 0.49999987960431325
0.0, 0.10937632324036903, 0.09615384615384616, 0.19901551700498352, 0.15, 0.10986486777077141, 0.5, 0.4999998508368725
0.1167701863354037, 0.10943683228855872, 0.057692307692307696, 0.2010312749812023, 0.0, 0.11034835539515202, 0.5, 0.5000000172619866
0.10807453416149067, 0.10977066902017266, 0.17307692307692307, 0.2011238637018321, 0.21428571428571427, 0.1103625102637114, 0.5, 0.49999980308633246
0.11180124223602485, 0.10987540336587205, 0.19230769230769232, 0.2019282128172332, 0.15, 0.11182479367534169, 0.5, 0.49999995511113443
0.1043478260869565, 0.11058993963734214, 0.17307692307692307, 0.20215136723279775, 0.1, 0.11297109580097227, 0.5, 0.5000000166989581
0.016149068322981377, 0.11179519925573239, 0.17307692307692307, 0.2024810635183946, 0.02142857142857143, 0.11345564412377485, 0.5, 0.4999999172698995
0.023602484472049694, 0.116509319445484, 0.11538461538461539, 0.2043350681253589, 0.12857142857142856, 0.11348256815356768, 0.5, 0.4999998276249583
0.0074534161490683185, 0.11667572733767669, 0.15384615384615385, 0.2061330816391426, 0.14285714285714285, 0.11403837245503215, 0.5, 0.4999996896290425
0.13043478260869565, 0.11679481348603762, 0.23076923076923078, 0.20980295549945363, 0.1, 0.11465979799955718, 0.5, 0.49999971147898464
0.044720496894409954, 0.12062818101577198, 0.1346153846153846, 0.212018877330031, 0.07857142857142857, 0.11493313341741153, 0.5, 0.4999997478380616
0.12049689440993788, 0.12163863198908044, 0.15384615384615385, 0.21400158804754363, 0.07857142857142857, 0.11616305222379057, 0.5, 0.5000000286342083
0.049689440993788817, 0.12294145974633347, 0.15384615384615385, 0.21479337002202306, 0.09285714285714286, 0.11650691801357425, 0.5, 0.49999994872948966
0.0037267080745341705, 0.1260708625387187, 0.21153846153846154, 0.21481643066093783, 0.07857142857142857, 0.11678416236606434, 0.5, 0.49999982846504076
0.011180124223602489, 0.1278130759393362, 0.21153846153846154, 0.22127869067519604, 0.19285714285714287, 0.11695981097888211, 0.5, 0.4999999272910995
0.043478260869565216, 0.12927903531589874, 0.19230769230769232, 0.22153992972680348, 0.11428571428571428, 0.11721358976532581, 0.5, 0.4999996942968281
0.03602484472049688, 0.12932600715949094, 0.19230769230769232, 0.22276283568402191, 0.07857142857142857, 0.11751215498265291, 0.5, 0.4999998295060147
0.10559006211180125, 0.13350063655705954, 0.25, 0.2237242708764595, 0.21428571428571427, 0.11877884259621695, 0.5, 0.5000000845196827
0.12546583850931678, 0.13498235956334861, 0.23076923076923078, 0.2303975589217414, 0.0, 0.1187818802279513, 0.5, 0.4999999118943286
0.05714285714285716, 0.13615010203380282, 0.21153846153846154, 0.2321051761601998, 0.18571428571428572, 0.12054897452068276, 0.5, 0.49999983678819154
0.05341614906832299, 0.13632452703821019, 0.28846153846153844, 0.2334082976815055, 0.12142857142857143, 0.12174001361262089, 0.5, 0.4999998432706646
0.11801242236024845, 0.13769217727446656, 0.3076923076923077, 0.23433254844180312, 0.07142857142857142, 0.12258521333786872, 0.5, 0.4999997063020053
0.012422360248447204, 0.13879228543937241, 0.23076923076923078, 0.23434277585075936, 0.11428571428571428, 0.1254022188275365, 0.5, 0.49999996846779976
0.14285714285714285, 0.14184619832490042, 0.19230769230769232, 0.23877809590070947, 0.14285714285714285, 0.12581342944076412, 0.5, 0.500000089110005
0.055900621118012424, 0.14288364900476408, 0.25, 0.24175790514093576, 0.12857142857142856, 0.12641442621661292, 0.5, 0.5000001214319267
0.12173913043478261, 0.14429796382011353, 0.2692307692307692, 0.24459616463626255, 0.03571428571428571, 0.12818350965254302, 0.5, 0.4999998091586532
0.05217391304347825, 0.14566388872057628, 0.25, 0.24700632361914657, 0.17142857142857143, 0.12890512621540076, 0.5, 0.49999961642794377
0.10062111801242238, 0.1478305602118847, 0.23076923076923078, 0.24707617580009705, 0.12857142857142856, 0.13095185611253451, 0.5, 0.49999944217538195
0.1291925465838509, 0.14795753429260722, 0.23076923076923078, 0.24749695613685044, 0.14285714285714285, 0.13155216361797892, 0.5, 0.5000001010131752
0.03975155279503105, 0.15077132771715, 0.2692307692307692, 0.25001630363297345, 0.20714285714285716, 0.1341160065274237, 0.5, 0.49999984744847986
0.09316770186335403, 0.15746908312514912, 0.28846153846153844, 0.25038795990098783, 0.15, 0.13504446996503552, 0.5, 0.49999963211245924
0.20496894409937888, 0.15823043596634212, 0.23076923076923078, 0.2504016055497577, 0.10714285714285714, 0.13803573632177507, 0.5, 0.49999989382435744
0.060869565217391286, 0.15883350896034987, 0.25, 0.25043254286360533, 0.17857142857142858, 0.1492547641676891, 0.5, 0.4999998521765335
0.2111801242236025, 0.16007972725238798, 0.21153846153846154, 0.25137961965899297, 0.25, 0.1515070596854152, 0.5, 0.5000001375804901
0.13416149068322983, 0.16272342665565107, 0.2692307692307692, 0.2520004587056819, 0.17142857142857143, 0.15400021435028557, 0.5, 0.5000000750281198
0.12422360248447205, 0.16683461633500477, 0.17307692307692307, 0.25231967256089816, 0.20714285714285716, 0.15403752048498737, 0.5, 0.5000000521399632
0.04844720496894408, 0.16710339946885364, 0.21153846153846154, 0.25263527606641784, 0.17857142857142858, 0.15430115566062788, 0.5, 0.5000000506496011
0.06459627329192545, 0.1694048343719166, 0.2692307692307692, 0.25550680795177594, 0.14285714285714285, 0.15785085957989664, 0.5, 0.5000000933146219
0.2236024844720497, 0.169531675227149, 0.2692307692307692, 0.2576680368471418, 0.16428571428571428, 0.16101035728631835, 0.5, 0.4999991908343862
0.21366459627329193, 0.1710149886147804, 0.3076923076923077, 0.26009025903527744, 0.11428571428571428, 0.16119358747663196, 0.5, 0.5000001197794814
0.19751552795031055, 0.17302152755262637, 0.3269230769230769, 0.26298705420344737, 0.1357142857142857, 0.16283243486810728, 0.5, 0.4999997433206029
0.19875776397515527, 0.1776377547911331, 0.28846153846153844, 0.2664308622881688, 0.15714285714285714, 0.16842933161844587, 0.5, 0.5000000146622096
0.13664596273291926, 0.1807621925286648, 0.25, 0.26717351279543555, 0.22142857142857142, 0.171260070181403, 0.5, 0.500000108364704
0.20248447204968945, 0.18135017993939279, 0.28846153846153844, 0.2675562731775114, 0.16428571428571428, 0.17432202227892116, 0.5, 0.4999998164288053
0.1503105590062112, 0.18171544607013557, 0.23076923076923078, 0.27079173017951447, 0.14285714285714285, 0.17471556137693156, 0.5, 0.5000001039722493
0.20621118012422363, 0.1833146864231151, 0.3076923076923077, 0.2708952486751886, 0.17857142857142858, 0.17621556203612856, 0.5, 0.49999928545721706
0.22236024844720495, 0.18350522004007158, 0.3076923076923077, 0.27391525256495675, 0.22142857142857142, 0.1838740456459158, 0.5, 0.4999995985600997
0.20993788819875775, 0.18351731437117172, 0.3269230769230769, 0.2753899064619783, 0.14285714285714285, 0.1858858519133863, 0.5, 0.49999977653163546
0.15403726708074533, 0.18539187784798436, 0.23076923076923078, 0.2779726762553411, 0.16428571428571428, 0.19190066845095358, 0.5, 0.500000019403453
0.13788819875776398, 0.18768848961929546, 0.28846153846153844, 0.28069160287582273, 0.24285714285714285, 0.1951333433125065, 0.5, 0.49999948119620125
0.14658385093167703, 0.18801569809314841, 0.3269230769230769, 0.28110138100646, 0.25, 0.1955942952488968, 0.5, 0.4999993147510479
0.22732919254658382, 0.18984175442873788, 0.38461538461538464, 0.28680121801324615, 0.17142857142857143, 0.2007025933655087, 0.5, 0.5000000931196397
0.19006211180124225, 0.1905931336939789, 0.36538461538461536, 0.2875041723882317, 0.22857142857142856, 0.20092600253488624, 0.5, 0.5000001554661543
0.21739130434782608, 0.19170610549330663, 0.3269230769230769, 0.2884708016216366, 0.19285714285714287, 0.201500739075583, 0.5, 0.4999994499644246
0.13291925465838508, 0.19504730209310225, 0.34615384615384615, 0.2890915691734711, 0.14285714285714285, 0.20278619721254973, 0.5, 0.49999967528619776
0.21863354037267083, 0.19674153883435275, 0.28846153846153844, 0.29038718860000096, 0.2857142857142857, 0.20314037997433038, 0.5, 0.49999919309804997
0.19378881987577642, 0.19886587721119836, 0.25, 0.29204296100894306, 0.14285714285714285, 0.2094250464363611, 0.5, 0.5000001989349815
0.22981366459627328, 0.20160521739592044, 0.34615384615384615, 0.29477782901858945, 0.2357142857142857, 0.2097718611482356, 0.5, 0.49999943685675197
0.14161490683229813, 0.20844571993874703, 0.38461538461538464, 0.2999439902439005, 0.20714285714285716, 0.21556463829946557, 0.5, 0.5000000751800371
0.2360248447204969, 0.21278187004230276, 0.34615384615384615, 0.30000730674430964, 0.2857142857142857, 0.215657918440381, 0.5, 0.5000002292696609
0.29068322981366457, 0.21360953510037003, 0.36538461538461536, 0.30271451890764606, 0.2642857142857143, 0.21728164188548071, 0.5, 0.4999996821628194
0.14906832298136646, 0.2211297162481027, 0.3076923076923077, 0.3050200452692253, 0.2642857142857143, 0.2232418761426531, 0.5, 0.500000358775135
0.14534161490683228, 0.22361640464138025, 0.28846153846153844, 0.3100897685558173, 0.17142857142857143, 0.22805441114612113, 0.5, 0.4999992372773899
0.3031055900621118, 0.2242657320954789, 0.3076923076923077, 0.31009086517304757, 0.19285714285714287, 0.2284704992691449, 0.5, 0.5000000187767132
0.15776397515527948, 0.22488679267340134, 0.3269230769230769, 0.3117135971501653, 0.25, 0.22854188474862114, 0.5, 0.5000001602842497
0.16149068322981366, 0.23592613109171873, 0.2692307692307692, 0.3136101255888695, 0.2357142857142857, 0.2286370780893594, 0.5, 0.500000079162645
0.28322981366459626, 0.23756605986608467, 0.34615384615384615, 0.31515143602930795, 0.2571428571428571, 0.23241722094313724, 0.5, 0.499999641995056
0.29937888198757767, 0.24104616877885307, 0.34615384615384615, 0.3196928009301502, 0.21428571428571427, 0.23903740203594484, 0.5, 0.5000001255354578
0.2795031055900621, 0.24123094504529494, 0.3269230769230769, 0.32542873316827386, 0.14285714285714285, 0.243019192717966, 0.5, 0.4999989946679463
0.18633540372670807, 0.2420334599536177, 0.38461538461538464, 0.3272554516559228, 0.32142857142857145, 0.24312519092915233, 0.5, 0.4999990941462136
0.3167701863354037, 0.2445724833654989, 0.40384615384615385, 0.3333808499911719, 0.22857142857142856, 0.24597084848149087, 0.5, 0.4999997200690808
0.31180124223602484, 0.2452582384635886, 0.38461538461538464, 0.3336084147293616, 0.2357142857142857, 0.24886990603560205, 0.5, 0.5000001924468985
0.2422360248447205, 0.2459730096610235, 0.36538461538461536, 0.3377490429049389, 0.20714285714285716, 0.24929879523706533, 0.5, 0.49999979578460657
0.23105590062111803, 0.24731358192641562, 0.3076923076923077, 0.3385173126843622, 0.2642857142857143, 0.25087777626268726, 0.5, 0.49999883704076026
0.29565217391304344, 0.2473490014089006, 0.28846153846153844, 0.34243204487176415, 0.2785714285714286, 0.25744796140638215, 0.5, 0.49999925871474316
0.2919254658385093, 0.24779244771831882, 0.36538461538461536, 0.34254234259256344, 0.2714285714285714, 0.25822630587064593, 0.5, 0.4999995173372493
0.23975155279503102, 0.25325794326814344, 0.40384615384615385, 0.34294776364587093, 0.2571428571428571, 0.2591088214978629, 0.5, 0.5000001993825333
0.24720496894409935, 0.2549256152667298, 0.34615384615384615, 0.34363765117087597, 0.2785714285714286, 0.26691324748767215, 0.5, 0.5000004462942781
0.30434782608695654, 0.25637933065151036, 0.40384615384615385, 0.3472547039643159, 0.3, 0.2691280235707291, 0.5, 0.4999993640389978
0.28695652173913044, 0.2575653731258824, 0.38461538461538464, 0.34827246949172946, 0.2571428571428571, 0.2693175349585826, 0.5, 0.499999867415044
0.24347826086956523, 0.2624823106709607, 0.34615384615384615, 0.34932796673226163, 0.2714285714285714, 0.27011330479691587, 0.5, 0.5000005365243728
0.23478260869565215, 0.26470072066041467, 0.3269230769230769, 0.3494256639044729, 0.29285714285714287, 0.2704496811977554, 0.5, 0.5000001778425438
0.31552795031055897, 0.2659170718804825, 0.36538461538461536, 0.3535515092873552, 0.29285714285714287, 0.2728344574430586, 0.5, 0.5000002900777595
0.32049689440993784, 0.26611969162708227, 0.4230769230769231, 0.3570106479135355, 0.2785714285714286, 0.273264400619709, 0.5, 0.5000002424542529
0.25093167701863356, 0.2666461320698909, 0.36538461538461536, 0.3600417494945206, 0.2714285714285714, 0.2785655525510647, 0.5, 0.4999993333777317
0.30807453416149067, 0.2698384492828146, 0.36538461538461536, 0.3614869533352278, 0.3142857142857143, 0.2805965513554926, 0.5, 0.5000002915316517
0.3403726708074534, 0.2722411753840204, 0.4230769230769231, 0.36295663136808615, 0.3357142857142857, 0.2840415251200684, 0.5, 0.5000003155948387
0.3192546583850932, 0.27224257824927967, 0.3269230769230769, 0.36364230992294, 0.2714285714285714, 0.2850319649926552, 0.5, 0.4999994686819268
0.306832298136646, 0.27596293473588734, 0.40384615384615385, 0.36851411487320335, 0.35714285714285715, 0.2853996282240352, 0.5, 0.4999980919797472
0.3279503105590062, 0.2834252177539497, 0.4423076923076923, 0.3698702734976055, 0.35714285714285715, 0.2972870950959888, 0.5, 0.4999994703388411
0.3838509316770186, 0.2898057772415446, 0.4423076923076923, 0.37250030920907645, 0.3142857142857143, 0.30034717163836533, 0.5, 0.4999993815621909
0.32298136645962733, 0.31088691755311465, 0.3076923076923077, 0.3752856740015941, 0.3142857142857143, 0.3138205019927973, 0.5, 0.4999978877577207
0.3801242236024845, 0.31274616168316915, 0.3269230769230769, 0.3766211818653881, 0.34285714285714286, 0.34339559728652314, 0.5, 0.5000004438548621
0.39751552795031053, 0.31299544379473104, 0.4230769230769231, 0.3783535692326986, 0.34285714285714286, 0.3441773955132148, 0.5, 0.5000001737872943
0.33540372670807456, 0.3188879285197272, 0.46153846153846156, 0.3790527063034859, 0.35714285714285715, 0.3702572546304993, 0.5, 0.5000000196292624
0.3242236024844721, 0.32378122175090546, 0.4230769230769231, 0.38643097128144804, 0.38571428571428573, 0.37489432714770593, 0.5, 0.4999978794793668
0.34782608695652173, 0.32393605737032966, 0.36538461538461536, 0.3894836657085096, 0.4, 0.37564741899014803, 0.5, 0.4999996555931994
0.33167701863354043, 0.3244650159727866, 0.34615384615384615, 0.39017065522231986, 0.34285714285714286, 0.38535706505323947, 0.5, 0.5000003061414272
0.33291925465838507, 0.3263907051302387, 0.46153846153846156, 0.3922001038163995, 0.39285714285714285, 0.3880071002943928, 0.5, 0.5000007424562742
0.3440993788819876, 0.32909814286795486, 0.40384615384615385, 0.3945239157171694, 0.35, 0.3890799285474506, 0.5, 0.4999989979502189
0.32919254658385094, 0.3309850304416578, 0.38461538461538464, 0.40002270542618434, 0.38571428571428573, 0.39008720074619985, 0.5, 0.4999978297359037
0.39627329192546584, 0.3345088279716988, 0.36538461538461536, 0.4060707830431186, 0.42142857142857143, 0.39358196957424507, 0.5, 0.4999999047198104
0.42857142857142855, 0.3373039947442429, 0.5, 0.4122713967743985, 0.37142857142857144, 0.39668143529543015, 0.5, 0.4999977475258533
0.37639751552795025, 0.34705632981982587, 0.4423076923076923, 0.4128381739062271, 0.37857142857142856, 0.3967447033016207, 0.5, 0.500000068950785
0.4161490683229814, 0.3511372212434607, 0.46153846153846156, 0.4137719244733387, 0.35714285714285715, 0.396747064416885, 0.5, 0.5000008927899116
0.38757763975155285, 0.35579842130906897, 0.4807692307692308, 0.41526756425584205, 0.36428571428571427, 0.40007458144857394, 0.5, 0.49999990266195093
0.4049689440993789, 0.3576964956754114, 0.34615384615384615, 0.4161248308933506, 0.37142857142857144, 0.4011526803476553, 0.5, 0.499998355512559
0.37267080745341613, 0.3579339644271866, 0.40384615384615385, 0.416380650955489, 0.4, 0.4039114148517437, 0.5, 0.50000217189304
0.4136645962732919, 0.37605487666654625, 0.4423076923076923, 0.4184965185619606, 0.38571428571428573, 0.40473854584318275, 0.5, 0.4999956153251238
0.40372670807453415, 0.37653912009832774, 0.4807692307692308, 0.4260216370720159, 0.45714285714285713, 0.4065704445661694, 0.5, 0.5000003183681582
0.40993788819875776, 0.3818648727545935, 0.4423076923076923, 0.4271209667520149, 0.34285714285714286, 0.41125558459283285, 0.5, 0.499998882056707
0.4173913043478261, 0.3836445439929657, 0.5, 0.42855803276586635, 0.40714285714285714, 0.41390591408386623, 0.5, 0.5000006365181199
0.41242236024844725, 0.3896502098924053, 0.38461538461538464, 0.43914497152036014, 0.40714285714285714, 0.4145154719875338, 0.5, 0.5000016708535158
0.4409937888198758, 0.40283675568423044, 0.4230769230769231, 0.43978168953083735, 0.4, 0.41683766420268453, 0.5, 0.49999901211166253
0.391304347826087, 0.40746956643559185, 0.4423076923076923, 0.4430474131519926, 0.4142857142857143, 0.41974921310929375, 0.5, 0.49999899581349677
0.43726708074534165, 0.41055528546649883, 0.4807692307692308, 0.4443613068081951, 0.40714285714285714, 0.4211206403708041, 0.5, 0.5000008211576208
0.4260869565217391, 0.4132194066589126, 0.4230769230769231, 0.44982102057539053, 0.42142857142857143, 0.4211356141403888, 0.5, 0.5000001287000106
0.4658385093167702, 0.4144232579851747, 0.46153846153846156, 0.45026053378788167, 0.40714285714285714, 0.42328226109589057, 0.5, 0.49999636032500555
0.47329192546583854, 0.41699350487768516, 0.4807692307692308, 0.4520995415852952, 0.38571428571428573, 0.4253749760983611, 0.5, 0.499993997685969
0.42111801242236024, 0.4200422136503172, 0.4807692307692308, 0.4540779551290392, 0.4, 0.42865897133020386, 0.5, 0.5000021204937732
0.4298136645962733, 0.4200497134442444, 0.4807692307692308, 0.4564352596086874, 0.4642857142857143, 0.4361454627400552, 0.5, 0.5000009071861592
0.4, 0.42073195983985323, 0.4807692307692308, 0.456497280109522, 0.40714285714285714, 0.4416375308039294, 0.5, 0.4999998093024795
0.4248447204968944, 0.42381520651900906, 0.40384615384615385, 0.4580087471118641, 0.45714285714285713, 0.4451992897264114, 0.5, 0.5000008787081717
0.47701863354037266, 0.42891476826784036, 0.46153846153846156, 0.45948763536116355, 0.4357142857142857, 0.4465803999040705, 0.5, 0.5000036738264826
0.4335403726708074, 0.43090763449512653, 0.5192307692307693, 0.4640205352407456, 0.44285714285714284, 0.4481664006534501, 0.5, 0.5000021182759826
0.4782608695652174, 0.4370430320990977, 0.40384615384615385, 0.4652888707073292, 0.4142857142857143, 0.4481704134542794, 0.5, 0.4999971736087703
0.48074534161490684, 0.44293582424465033, 0.4230769230769231, 0.4668073620582814, 0.4357142857142857, 0.4497086537160674, 0.5, 0.4999984470408382
0.48944099378881983, 0.447304080547068, 0.5384615384615384, 0.4701939149429679, 0.40714285714285714, 0.4500679661402278, 0.5, 0.5000091208600203
0.48198757763975153, 0.4511023142015633, 0.5384615384615384, 0.47041348911585706, 0.4142857142857143, 0.45106901016513484, 0.5, 0.500011124177132
0.49316770186335407, 0.4559925613802432, 0.46153846153846156, 0.4713591467491695, 0.4714285714285714, 0.4518610251437466, 0.5, 0.4999958831989636
